weight;en_feat;it_feat;en2_feat
-0.05923707648705205;facebook;facebook;
-0.059634962488283524;reference;benservito;reference
-0.059731043757789086;cut;tagliato;cut
-0.060047873981552785;saw;sega;saw
-0.060170229176145236;specific;specifico;specific
-0.060355125060507324;options;opzioni;options
-0.06060677275418488;face;faccia;face
-0.06062273398020735;particularly;segnatamente;particularly
-0.061298221340009534;publications;pubblicazioni;publications
-0.0619493464490791;standards;standards;standards
-0.06195550029149489;edge;canto;edge
-0.06211211140702828;managed;raggiunto;achieved
-0.06298000203205949;continuous;continuo;continuous
-0.0642405254474265;negotiate;trattare;deal
-0.06515129482300233;solution;soluzione;solution
-0.06625958690020385;active;attivo;active
-0.06729069799245793;provided;fornì;provided
-0.06806527124504479;forms;forme;forms
-0.06810147246573403;related;relazionato;related
-0.06917856047030424;schedule;orario;time
-0.06964539140479815;thank;grazie;
-0.0700497181721437;multiple;multiplo;multiple
-0.0714149957297281;acts;atti;apt
-0.0714847112974783;testing;testando;testing
-0.07163022109765622;costs;costi;costs
-0.07238762915072451;helping;aiutando;helping
-0.07295345048764555;cause;causa;cause
-0.07353959994254489;legal;legale;legal
-0.07354332536232439;matter;materia;material
-0.07434211628057563;lead;piombo;lead
-0.07495782664241862;apps;app;
-0.07511298592796155;format;formato;formed
-0.07574353762290202;documentation;documentazione;documentation
-0.07652617289105529;advance;avanzo;advance
-0.07691313577218918;number;numero;number
-0.07707642670460815;advertising;pubblicitario;advertising agent
-0.07710017959303025;living;vivente;living
-0.07844879590610959;processes;processi;processes
-0.07870272496933531;wide;largo;wide
-0.07905823634331377;direct;diretto;direct
-0.07951180977065665;whether;se;if
-0.08048180637264524;characteristic;caratteristico;characteristic
-0.08123726336784658;light;chiaro;clear
-0.08148477367239018;sources;fonti;sources
-0.08151037293601353;impact;impatto;impact
-0.08279518747817502;capacity;capacità;capacity
-0.08285475753207211;navigate;navigare;
-0.08313356215899903;subscription;sottoscrizione;subscription
-0.08323424509599915;makes;marchi;frames
-0.08343713394602333;defence;difesa;defence
-0.08344457811588486;strong;forte;forte
-0.08373786214317644;graphic;grafico;chart
-0.08553797078470934;price;prezzo;price
-0.08572523412589737;choose;scegliere;choose
-0.0876072824585965;language;lingua;tongue
-0.0876293113711962;parts;parti;parts
-0.08796123713095193;software;software;software
-0.08804182045239749;less;meno;least
-0.08848589136903945;local;locale;local
-0.08890102893445997;correctly;correttamente;correctly
-0.08989538973003633;available;disponibile;available
-0.09077076353019399;class;ceto;class
-0.09109709992787644;youtube;youtube;
-0.09132232460012046;program;programma;program
-0.09200270749916603;season;stagione;season
-0.0921315369475056;users;utenti;users
-0.09221706416677536;promotion;promozione;promotion
-0.09251929637524968;inside;dentro;inside
-0.09308656653485696;thousands;migliaia;thousands
-0.0935708764863321;last;ultimo;last
-0.09518442175885854;connect;connettere;connect
-0.09529877151203932;offers;offerte;bid
-0.09561267658378514;commission;commissione;commission
-0.09564811477712228;set;messo;contacted
-0.09592470761553168;strictly;rigorosamente;strictly
-0.09630432993416843;govern;governare;govern
-0.096439572010765;east;est;
-0.09654283763702852;generate;generare;generate
-0.09680043120618774;principles;principi;principles
-0.0971832855480604;behaviour;comportamento;behaviour
-0.0972730156660497;presents;presenti;presents
-0.09772587432305097;elements;elementi;elements
-0.09801210135504113;benefit;beneficio;benefit
-0.09828171132820154;interesting;interessante;interesting
-0.09847105958872164;launch;lancio;launch
-0.09869661692316528;productivity;produttività;productivity
-0.09888384400342996;basic;basico;basic
-0.09902033678585714;treat;trattare;deal
-0.1002740919519547;minutes;minuti;small
-0.10148931095827042;adapt;adattare;adapt
-0.10167750000282086;get;raggiungere;achieve
-0.1017875385472683;maintain;mantenere;keep
-0.1022320359513494;demand;domanda;demand
-0.10253956949789007;organisations;organizzazioni;organisations
-0.10292991911238054;learn;apprendere;learn
-0.10293063722055924;initiative;iniziativa;initiative
-0.1036435877010428;internet;internet;internet
-0.10693378504120066;reason;motivo;reason
-0.10727339563880203;campaigns;campagne;campaigns
-0.10783606170250176;email;e-mail;email
-0.1079622279783081;traditional;tradizionale;traditional
-0.10847072325494064;whole;intero;entire
-0.1085138087360361;coronavirus;coronavirus;
-0.10940633597689986;save;salvare;save
-0.1098885932535334;linkedin;linkedin;
-0.11211123161166453;second;secondo;according to
-0.11291745797398525;please;piacere;like
-0.11408124892216005;detailed;dettagliare;
-0.11528678282098058;reading;leggendo;reading
-0.11550049569405298;improvement;miglioramento;improvement
-0.1166776030642952;society;società;society
-0.1172013993597988;data;dati;data
-0.11870174657112605;developing;sviluppando;developing
-0.11920603342954038;integrate;integrare;integrate
-0.11932712658882562;economy;economicità;economy
-0.12145653015930903;act;atto;act
-0.12149276661814105;nets;reti;nets
-0.12182260585724695;member;membro;member
-0.12417288146269588;activities;attività;activity
-0.1250568888890476;specialists;specialisti;specialists
-0.1251925414472914;eat;mangiare;eat
-0.12756266626293733;range;gamma;range
-0.12798489381848935;digital;digitale;digital
-0.12873049597313735;requirements;requisiti;requisitioned
-0.1297868993064929;mobile;mobile;mobile
-0.13046228416999747;deal;trattare;deal
-0.13066773299741372;post;posta;put
-0.1326612231528083;institutions;istituzioni;institutions
-0.13274695595323174;movement;movimento;motion
-0.13305514261496146;money;denaro;money
-0.1334795059451191;accesses;accessi;accesses
-0.13444342222619532;achieve;raggiungere;achieve
-0.13488001645040654;able;capace;able
-0.13489716069038182;win;vincere;win
-0.13586084683296412;communications;comunicazioni;communications
-0.1373945675703613;buy;comprare;buy
-0.13819764023624082;fact;fatto;done
-0.13850333633629575;counts;raccontare;count
-0.13970067989286056;whose;di chi;of who
-0.14001171441843455;managing;raggiungendo;achieving
-0.14001441185825597;coverage;copertura;covering
-0.1401892958350952;must;mosto;must
-0.14023907342195613;question;questione;question
-0.1405701148049444;world;mondo;world
-0.14256471318960426;external;esterno;external
-0.14293080496900973;avert;evitare;
-0.14365115709321158;jobs;lavori;works
-0.1449109104188662;privacypolicy;politicasullariservatezza;
-0.14580474975835367;strategic;strategico;strategic
-0.1459440864304843;collaborators;collaboratori;collaborators
-0.14669431010645434;award;premio;award
-0.1471497037819881;life;vita;life
-0.14726834373033645;steps;passi;paces
-0.14786013996297673;success;successo;success
-0.14853518055193896;key;chiave;key
-0.14863653005096686;follows;seguire;follow
-0.14888759414727892;would;voluto;
-0.1501872673152876;competition;competizione;competition
-0.1505032289125048;remember;ricordare;agree
-0.15050968331094572;totally;totalmente;hopelessly
-0.15074244001210638;suite;suite;
-0.15200109117634958;discount;scontare;discount
-0.15282593214899626;known;saputo;known
-0.1532641838733704;going;andando;going
-0.15350793779487826;forward;avanti;ahead
-0.15364076576834312;ministry;ministero;ministry
-0.15372435396303968;potential;potenziale;potential
-0.1558984242682448;clean;lindo;clean
-0.15601120380528444;opening;aprendo;opening
-0.15680892626047616;advantages;vantaggi;advantages
-0.1570455410281217;portal;portale;portal
-0.15771119072519946;similar;simile;resemblance
-0.15946268072495046;operator;operatore;operator
-0.15974412625518844;using;usando;using
-0.1625089996162135;current;corrente;common
-0.16300126183206642;plough;aratro;plough
-0.16348475296599052;cart;carro;cart
-0.16394318290263335;arrive;arrivare;arrive
-0.16692431523404502;human;umano;human
-0.1679002554625053;detail;dettaglio;detail
-0.1682243377238095;six;sei;
-0.1689503370547353;releases;rilasci;releases
-0.17002166506709274;smart;intelligente;intelligent
-0.17033629205606918;recognise;riconoscere;acknowledge
-0.17070644755272602;view;vista;view
-0.17186274970598947;https;https;
-0.17313602320098925;compliance;conformità;compliance
-0.17343239811805206;right;bene;good
-0.17440232722304325;aim;obiettivo;objective
-0.1753332310410813;asked;chiesto;asked
-0.17578879441282785;upload;caricamento;
-0.17614559735035265;far;lontano;far
-0.17621799059819926;understand;capire;understand
-0.17685659184347566;lives;vite;vine
-0.17711882586154976;employed;impiegò;employed
-0.17890358103985307;following;seguente;following
-0.1790783113236533;needed;necessitò;needed
-0.1809606945693837;visit;visita;recognition
-0.18281126981323814;month;mese;month
-0.18291604890945665;pro;pro;
-0.1829583010188612;identification;identificazione;identification
-0.18392249017663945;risk;rischio;risk
-0.18472614711751395;artificial;artificiale;artificial
-0.18626198263471894;importance;importanza;importance
-0.18634990770310292;island;isola;island
-0.1872180125999826;device;congegno;device
-0.1872827304425859;addition;addizione;addition
-0.1876428277746407;release;rilascio;release
-0.1882446347772144;ltd;ltd;srl?
-0.1882787936646672;request;petizione;request
-0.1885927399498798;inc;inc;
-0.18935493169507445;matters;materie;materials
-0.1913566991635343;promote;promuovere;promote
-0.1919587316530309;also;anche;also
-0.19297616336198933;additional;supplementare;supplementary
-0.19435078647182505;password;password;password
-0.195933490147645;posts;poste;mails
-0.19640574867071947;future;futuro;future
-0.1972701499667704;studio;studio;studio
-0.19775125856189255;put;mettere;contact
-0.19793975376315856;members;membri;members
-0.1981066689437611;challenges;sfide;challenges
-0.19816561985882156;websites;siti web;websites
-0.2004536249888476;acceptance;accettazione;acceptance
-0.2010453946588156;stay;soggiorno;stay
-0.20179842418683214;associated;associato;associated
-0.20261860473440968;finds;incontrare;find
-0.20274963406713026;fit;adattato;adapted
-0.2033623468199072;independent;indipendente;independent
-0.20423051173916432;purchase;spesa;spent
-0.20492704184685184;ends;fine;fine
-0.2056057173070635;skilled;specializzato;skilled
-0.2069202274790028;document;documento;document
-0.20740120290406808;included;incluse;included
-0.2074512735402733;energy;energia;energy
-0.20757463225572892;learning;apprendendo;learning
-0.20849941853647608;exchange;cambio;change
-0.20930914119304786;blue;blu;blue
-0.2094082094615997;help;aiuto;aid
-0.2096161353073621;approved;vistò;approved
-0.20996588170345776;code;codice;code
-0.21018826497670376;simple;semplice;facile
-0.21235170659021288;cruising;crociera;
-0.2132204500639572;name;nome;name
-0.2145899859501868;stood;stato;state
-0.2149356078859878;offering;offrendo;bidding
-0.21605865929012705;total;totale;total
-0.2161395240024927;classes;ceti;classes
-0.21738662000619785;organization;organizzazione;
-0.21814894664164994;things;cose;things
-0.22037813744637003;phone;telefono;phone
-0.22053487421206136;wish;augurio;wish
-0.22115254877288126;alone;soltanto;alone
-0.22183890276637852;one;una;
-0.22183890276637852;one;uno;
-0.2218904911665904;euros;euro;euro
-0.2219813688999131;experiences;esperienze;experiences
-0.22226299838462552;games;giochi;gamblings
-0.2241531331855348;pay;paga;pay
-0.2245631212092089;problems;problemi;problems
-0.22662717588134446;several;diversi;several
-0.22722728100492695;middle;mezzo;
-0.22722728100492695;middle;mezza;
-0.22770836074051504;apply;applicare;apply
-0.2284686510322315;little;poco;little
-0.22860275990991896;discounts;scontare;discount
-0.2288268572039672;type;tipo;type
-0.2289272239962762;size;misura;measure
-0.2289652826458729;group;insieme;set
-0.22912229817848115;article;articolo;article
-0.23080749411256;cases;casi;cases
-0.23101051418753504;standard;standard;standard
-0.2316549133203448;support;appoggio;support
-0.2322196771589641;split;partire;split
-0.2325736242917276;regulation;disposizione;disposal
-0.23317305880819764;send;inviare;forward
-0.23406016705032864;tour;visita;recognition
-0.23473846205358306;sports;sport;sport
-0.2348825402205934;done;fatto;fact
-0.2351483905589424;prepare;preparare;prepare
-0.2355276562543505;modulate;adattare;adapt
-0.2357064867573935;stores;negozi;shops
-0.2357254690096897;section;sezione;section
-0.23589908264871765;hands;mani;hands
-0.23594200578630686;oil;olio;oil
-0.2367073207178075;providing;fornendo;providing
-0.2369958098674282;technology;tecnologia;technology
-0.23743940632197266;flat;piatto;plate
-0.2378763611351504;special;speciale;special
-0.23820990257653585;valid;vigente;valid
-0.23867905687019614;recovery;recupero;recovery
-0.23944083629066376;knows;sapere;know
-0.2403837471200944;british;britannico;
-0.2403837471200944;british;britannica;
-0.2404601468929901;arab;arabo;arab
-0.24050489387884086;meet;conoscere;know
-0.2409709290545416;force;forza;force
-0.24121862059381186;europe;europa;
-0.2415730730165485;four;quattro;
-0.2423647737057713;rules;regole;rules
-0.242952686965427;prizes;premi;awards
-0.2442432986119039;electrical;elettrico;electrical
-0.24435237382312885;physical;fisico;physical
-0.2445617085172261;investment;investimento;investment
-0.24522910488300245;including;includendo;including
-0.2452312928089028;used;usato;used
-0.24528126776552;together;assieme;together
-0.24612004445847546;case;caso;case
-0.25049337463792914;bank;banca;bank
-0.25059280104449644;south;sud;south
-0.25097405588077365;step;passo;pace
-0.2526543230469705;exercise;esercizio;exercise
-0.2540818590745452;box;scatola;box
-0.2550114490409106;interview;intervista;interview
-0.255153522306422;getting;raggiungendo;achieving
-0.25748242428404383;organisation;organizzazione;organisation
-0.2575301350536495;new;nuovo;new
-0.2585553577831625;implementation;implementazione;implementation
-0.2593749003289065;shopping;spesa;expense
-0.2601596081242176;ask;chiedere;ask
-0.2610662893066335;afterwards;dopo;after
-0.2615941658358729;adjust;correggere;adjust
-0.2615991632031666;shop;negozio;shop
-0.2626280719259498;plant;pianta;plant
-0.2626385720563568;materials;materiali;materials
-0.26357157668742337;flexible;flessibile;flexible
-0.2637138785585268;eats;mangiare;eat
-0.26625502085723723;career;carriera;career
-0.267383201365902;spaces;spazi;blanks
-0.2677789298193857;two;due
-0.2678271698857473;stand;posizione;position
-0.2680979296266109;note;nota;grade
-0.26887907773505865;increase;aumento;increase
-0.2695756260496726;lean;magro;thin
-0.2703177083996401;status;stato;state
-0.27163769575865515;minimum;minimo;minimum
-0.2718596023255457;actuality;attualità;actuality
-0.2723607456623964;certification;certificazione;certification
-0.2727940232188988;express;esprimere;express
-0.2728429003039284;space;spazio;blank
-0.27348980793641164;resource;risorsa;resort
-0.2736971437008446;forces;forze;forces
-0.27383986549619205;period;periodo;chronology
-0.2740277031977144;insights;idee;ideas
-0.2744561188447782;stop;detenere;detain
-0.2744777579326822;informed;informato;briefed
-0.2744793145054289;distinct;distinto;distinguished
-0.2745918111964243;recognised;riconosciuto;acknowledged
-0.2755785501348681;besides;oltretutto;additionally
-0.2776400318317421;offered;offerto;bid
-0.2777160444715681;change;cambiamento;change
-0.27774420714033005;state;stato;state
-0.2777479128774139;aeronautical;aeronautico;aeronautical
-0.2783957803112167;normative;normativo;normative
-0.2802942803266993;administrative;amministrativo;administrative
-0.2808259247747916;base;base;base
-0.2809377201102299;american;americano;American
-0.28220192064501753;pepper;pepe;pepper
-0.2825932006462634;library;biblioteca;library
-0.2847568517348452;rule;regola;rule
-0.2849706420229983;tasks;lavori;works
-0.2856550331843661;offer;offerta;bid
-0.28620048489500344;markets;mercati;markets
-0.28685529344315963;took;prese;took
-0.2874667646887359;weigh;pesare;weigh
-0.2876114420607909;assistance;assistenza;assistance
-0.2878983657885307;list;lista;list
-0.2887010100067717;manager;direttore;conductor
-0.2897876700545597;relation;relazione;account
-0.2905361302541151;black;nero;black
-0.2909811474487217;credit;credito;credit
-0.29104043668899704;sea;mare;sea
-0.2914395503139747;left;lasciò;left
-0.2917679105577991;table;tavolo;table
-0.2921651426963052;campaign;campagna;campaign
-0.2928865382848547;system;sistema;system
-0.29350467168143285;devices;congegni;devices
-0.2935097012163336;play;gioco;gambling
-0.2937599051160195;looking;parendo;looking like
-0.29719875858689004;manual;manuale;manual
-0.29806054542224225;past;passato;spent
-0.29836669060445176;trust;fiducia;confidence
-0.3001274069838437;giving;dando;giving
-0.3018684507396912;term;termine;term
-0.3047554144979714;center;centro;centre
-0.30501461486771125;among;entri;come in
-0.3050990129931573;something;qualcosa;
-0.30515717396484016;agreements;accordi;agreements
-0.30525868184217264;sale;vendita;sale
-0.3057998140645949;government;governo;government
-0.3058253353500119;address;indirizzo;address
-0.3067035736196123;staff;personale;staff
-0.3071545323776311;calendar;calendario;calendar
-0.30924823632983384;opens;aprire;open
-0.3097025381379189;detection;rilevazione;detection
-0.3113732929839079;effective;effettivo;effective
-0.31226843338711524;tent;negozio;shop
-0.31285769371706545;applications;applicazioni;applications
-0.31297132206288003;yes;sì;yes
-0.31299147820496936;water;acqua;water
-0.31375572742223995;charge;carico;charge
-0.3139746274727221;date;data;date
-0.314151959836456;councils;consigli;tips
-0.3149757006243589;expect;aspettare;await
-0.31632807756734715;power;potere;can
-0.3164106736124431;old;vecchio;old
-0.3171245997833521;speak;parlare;speak
-0.31727835832538875;dedicated;dedicato;dedicated
-0.3173761819458121;commentaries;commentari;commentaries
-0.3174415079855272;vehicle;veicolo;vehicle
-0.31784102304027884;alternative;alternativo;alternative
-0.3186344151428117;opinion;opinione;opinion
-0.31913547733347103;age;età;age
-0.3191899738388932;level;livello;level
-0.3193237530475337;republic;repubblica;republic
-0.3195434208351895;long;lungamente;long
-0.31994131078129645;stories;storie;histories
-0.32007171967096715;employees;impiegati;clerks
-0.3201144514146759;islands;isole;islands
-0.32043696902067;endure;sopportare;
-0.32056920044846976;year;anno;year
-0.3209942474512439;week;settimana;week
-0.3236365503783826;luis;luis;
-0.3244870154850457;especially;specialmente;especially
-0.3251087546409239;books;libri;books
-0.3263175156038144;individual;individuale;individual
-0.3265494559230876;today;oggi;today
-0.3267895881078008;gas;gas;gas
-0.32804691057117885;received;ricevette;got
-0.3282610823790225;early;presto;early
-0.3282676704669506;conference;conferenza;conference
-0.3288589605349023;want;volere;want to
-0.3322155387314151;accepts;accettare;accept
-0.333212425637839;supports;appoggi;supports
-0.335191167080618;information;informazione;
-0.3355812252893529;internal;interno;inner
-0.33576675432827435;inform;informare;brief
-0.33588478828361484;look;aspetto;appearance
-0.3369413282901797;notable;notevole;notable
-0.3381823414272437;faq;faq;
-0.3391057818380848;leaves;foglie;blades
-0.34086157534749395;sportive;sportivo;sportsman
-0.3411110138355911;hours;ore;hours
-0.34228699224231274;gone;andato;gone
-0.34236262279488056;marks;marche;marks
-0.3426275177694082;wants;volere;want to
-0.34320474788031297;end;fine;fine
-0.34429909429359795;even;ancora;even
-0.3468775179233862;move;movimento;motion
-0.3478051817416391;updated;aggiornato;updated
-0.3482977581045303;surgery;consulta;consultation
-0.3483452826640821;tourism;turismo;tourism
-0.3484371605544933;west;dell'ovest;of the west
-0.3498367437595863;low;basso;low
-0.3504460593144025;minor;minore;lesser
-0.3505845908227104;goes;andare;go
-0.3506441061940072;front;fronte;
-0.3508023674355756;ads;annunci;announcements
-0.3509625784919934;oriented;orientato;
-0.3509625784919934;oriented;orientata;
-0.3509748750694791;region;regione;region
-0.3539061048797262;point;punto;dot
-0.3553349647891765;app;app;
-0.3556108443928979;non;non;no
-0.3566392886092469;already;già;already
-0.35738763805739604;care;cura;care
-0.3582943402528048;cards;carte;cards
-0.3588410324113319;map;mappa;map
-0.3592138158662924;fund;fondo;fund
-0.35956435143766285;guarantee;avallo;guarantee
-0.360592393399914;voice;voce;voice
-0.3608934510308217;intelligence;intelligenza;intelligence
-0.3620330984214988;game;gioco;gambling
-0.3635572946768494;seen;veduto;seen
-0.3641846411321519;accessibility;accessibilità;accessibility
-0.3645043551796048;north;nord;north
-0.3646207389573826;degree;grado;degree
-0.36521589328179055;url;url;
-0.36592589681446497;history;storia;history
-0.3665402329104694;issues;affari;issues
-0.36694116028415424;agree;accordare;agree
-0.3671845788870733;centres;centri;centres
-0.3672752014917848;serve;servire;serve
-0.36727891513008215;tall;alto;high
-0.3675706036688293;userattention;attenzionedellutente;
-0.3675706036688293;essearch;essearch;
-0.3675706036688293;ecr;ecr;
-0.3675706036688293;detectedby;rilevatoda;
-0.3675706036688293;businessbusiness;affariaffari;
-0.3680011460849377;tend;stendere;tend
-0.3681620700875015;well;bene;well
-0.3718812874351112;units;unità;unit
-0.3720346291294523;use;utilizzo;use
-0.3726550299727164;frequentconditions;condizionifrequenti;
-0.3735190878198429;square;quadrato;squared
-0.3748156714125852;eleconomista;leconomista;
-0.3756137351265679;university;università;university
-0.375973392021544;office;ufficio;office
-0.3762688220397541;easy;facile;easy
-0.3771660479547646;politicaluse;uso politico;
-0.37795714045672696;established;stabilito;established
-0.37805496325198695;captcha;captcha;
-0.3789721771048489;page;pagina;page
-0.37951677917943577;others;altri;
-0.37951677917943577;others;altre;
-0.3797751234667893;introduction;introduzione;introduction
-0.3800577074291797;registered;registrato;recorded
-0.3815150337906343;quick;rapidamente;quickly
-0.3818583230256072;splits;partire;split
-0.3820145937393787;financial;finanziario;financial
-0.3820803796191896;efficiency;efficienza;efficiency
-0.3825265042519616;states;stati;states
-0.3839975933996098;distance;distanza;distance
-0.3860855961203018;campus;campus;campus
-0.38831106970932144;location;localizzazione;location
-0.3883818604247367;partners;compagni;partners
-0.38849994584525704;expert;esperto;expert
-0.3885779779034189;resolve;risolvere;resolve
-0.3887174012991;institute;istituto;institute
-0.38874049025873103;skip;salta;
-0.3904721833643881;family;famiglia;family
-0.3914723436689321;heart;cuore;heart
-0.3916197137737875;receives;ricevere;get
-0.391949638923513;cloud;nuvola;cloud
-0.3919810016562741;industry;industria;industry
-0.392462334786499;benefits;benefici;benefits
-0.3936382413198905;climate;clima;climate
-0.3946555485505613;clear;chiaro;luminosity
-0.3962668822090524;entity;entità;entity
-0.3982234448206648;central;centrale;central
-0.3982523512530788;operating;operativo;operating
-0.3988781532723151;due;previsto;due
-0.3996975188082159;skills;abilità;ability
-0.40045271136782784;forum;foro;forum
-0.40101667581551625;source;fonte;source
-0.4027446828817272;command;dominio;command
-0.40301510750013664;find;incontrare;find
-0.4030371199840231;cod;baccalà;cod
-0.4032812637919893;room;stanza;room
-0.4049655404594604;relations;relazioni;accounts
-0.4052273881526197;required;richiese;required
-0.4053323737699364;science;scienza;science
-0.4062677699767848;antonio;antonio;
-0.4072972194383548;file;lima;file
-0.4076129418532655;hour;ora;hour
-0.4081681291476964;items;elementi;elements
-0.4089285252702544;ensure;assicurare;assure
-0.409300022706132;made;fatto;done
-0.4112122395688909;cookiescontact;contattocookie;
-0.41169474534713;issue;affare;issue
-0.4135146592867029;obtain;ottenere;gain
-0.4144766049166429;commercial;commerciale;commercial
-0.4195377577833135;check;controllo;control
-0.4217257523607865;executive;esecutivo;executive
-0.4235982677251134;requires;richiedere;require
-0.4250294944819749;major;importante;important
-0.4251517444625689;continue;continuare;continue
-0.4253346249466152;turn;turno;shift
-0.42745668046114504;limited;limitato;limited
-0.4276327895245295;practical;pratico;practical
-0.42791440477992104;places;luoghi;places
-0.4286665927747799;agreement;accordo;agreement
-0.4287137526737056;paper;carta;card
-0.4292379765440176;write;scrivere;type
-0.43185902717297386;found;fondare;found
-0.4322837886787399;wordpress;wordpress;
-0.43490451848686257;careers;carriere;careers
-0.4391351219071693;present;presente;present
-0.44016493226770415;car;auto;car
-0.4409122695746251;near;vicino;turnip
-0.4409737500272025;faqs;domande frequenti;
-0.4414815285323406;points;punti;dots
-0.44501577930825387;story;storia;history
-0.4450177879815182;tests;prove;proofs
-0.4451841010639444;next;prossimo;forthcoming
-0.4460989259923715;protected;protetto;protected
-0.4462237720340352;gold;oro;gold
-0.4480759831852358;city;città;city
-0.4483911591688836;five;cinque;
-0.451631872200352;original;originale;original
-0.4578944674712892;man;uomo;man
-0.4582157751975892;schools;scuole;schools
-0.4586572387929914;manufacturing;fabbricando;manufacturing
-0.4600883732129656;pieces;pezzi;pieces
-0.4613847291039521;autonomous;autonomo;autonomous
-0.4625601760608728;person;persona;person
-0.4626855297309059;colour;colore;colour
-0.4647453346786744;unit;unità;unit
-0.46521835160352604;explore;esplorare;explore
-0.4655225068502046;without;senza bisogno;without
-0.4655688981771339;configuration;configurazione;configuration
-0.4660574164326512;leader;dirigente;leader
-0.467455870774178;department;assessorato;department
-0.4688705434636281;follow;seguire;follow
-0.4689300176594174;blog;blog;blog
-0.4697956688595241;marine;marino;marine
-0.4700318906445597;doubt;dubbio;doubt
-0.4700373454080372;director;direttore;conductor
-0.4713268842323208;wednesday;mercoledì;Wednesday
-0.472455876748991;marries;sposare;marry
-0.4739161262279882;certified;certificato;certified
-0.473966373643469;form;forma;form
-0.4747465805760751;opportunity;opportunità;opportunity
-0.4759028925715397;leadership;direzione;direction
-0.4764996343464164;carlos;carlos;carlos
-0.4774166449452468;competitive;competitivo;competitive
-0.4775457219918404;selected;scelto;chosen
-0.4776241886291752;try;tentare;attempt
-0.47917999367957204;telephone;telefono;phone
-0.4806167482839845;complete;completo;complete
-0.4824361664234263;surface;superficie;surface
-0.48346285874294104;transport;trasporto;carriage
-0.4843494335478328;test;prova;proof
-0.4858191088689837;excellent;eccellente;excellent
-0.4879344853898736;style;stile;style
-0.4882524999703555;interest;interesse;interest
-0.4889016975803706;tweets;tweet;
-0.4898944373989391;double;doppio;double
-0.4909100136298529;live;vivere;live
-0.4918658055972944;latin;latino;latin
-0.4929680391657182;ceo;amministratore delegato;
-0.493503788345121;begins;iniziare;start
-0.4935288357483681;application;applicazione;application
-0.4937362466671499;evaluation;valutazione;evaluation
-0.4964345290112277;historical;storico;historian
-0.4971415344816583;storage;archiviazione;storage
-0.4981200168588188;sending;inviando;forwarding
-0.5000227803494041;sections;sezioni;sections
-0.5016644753859385;healthy;sano;healthy
-0.5019781887116869;student;studentesco;student
-0.5034357313035962;trade;commercio;commerce
-0.5041018067352095;courses;corsi;raced
-0.5048731073657811;banking;bancario;banking
-0.507120468550561;ancient;antico;ancient
-0.5073434611974954;focus;fuoco;focus
-0.5075911419713881;united;unito;joined
-0.5079234506618215;lot;quantità;
-0.5083217445124404;vehicles;veicoli;vehicles
-0.5083271950026598;recommended;raccomandò;recommended
-0.5091303036081961;travel;viaggio;voyage
-0.5092464558909248;access;accesso;access
-0.5103139256755781;leading;principale;leading
-0.5104221271089887;part;parte;part
-0.5104307472364176;material;materiale;material
-0.5119125965861562;exclusive;esclusivo;exclusive
-0.5165206735984303;category;categoria;category
-0.5171836644635198;provider;fornitore;provider
-0.5172117578698762;million;milione;million
-0.5177136446237162;guide;guida;guide
-0.5179698618166184;sitemap;mappa del sito;
-0.5180248844042447;compulsory;obbligatorio;obligatory
-0.5186833012020592;through;attraverso di;through
-0.5197218177952313;summer;estate;summer
-0.5199897023071198;convert;convertire;convert
-0.5202284128436245;another;un altro;another
-0.5218207491866983;directly;direttamente;directly
-0.5227046697476835;supply;provvista;catered
-0.5231473570882984;recent;recente;recent
-0.523570177712702;market;mercato;market
-0.5250483732228579;registration;iscrizione;registration
-0.5256979991016738;perfect;perfetto;perfect
-0.5274818843673458;tip;punta;tip
-0.5284562893040806;moment;attimo;moment
-0.5301631621042259;growing;crescendo;growing
-0.5302283936917837;automation;automazione;automation
-0.5312684781639045;phase;fase;phase
-0.5325926860053872;twitter;twitter;
-0.5327194125844397;law;diritto;right
-0.5360416019844861;categories;categorie;categories
-0.5383505647681531;enter;introdurre;introduce
-0.5403270470137089;strategy;strategia;strategy
-0.5456725448468044;official;ufficiale;official
-0.5477797186572626;military;militare;soldier
-0.5483195618305794;around;intorno;around
-0.5484495469043347;frequent;frequente;frequent
-0.5496635953831391;series;serie;serious
-0.5525442546080304;business;affare;issue
-0.5537465729921555;ago;fa;do
-0.5537631777201858;crisis;crisi;crisis
-0.5545158143441393;cost;costò;cost
-0.5572366277077414;measured;misurato;measured
-0.5598586424190868;net;netto;net
-0.5617044133865228;european;europeo;european
-0.5653127473488909;country;paese;country
-0.5657800985077482;leave;congedo;leave
-0.5659816233481637;chain;catena;chain
-0.569230393724158;selection;selezione;selection
-0.5695853599234948;aviation;aviazione;aviation
-0.5697230580696974;time;ora;hour
-0.5701089554161435;approaches;ravvicinamenti;approaches
-0.5706281707392221;statement;enunciazione;statement
-0.5721681683854936;questions;questioni;questions
-0.574259825381125;covid;covid;
-0.5746170457498254;lose;perdere;miss
-0.5754823518362784;kingdom;regno;
-0.5755802895630906;platform;binario;platform
-0.5767384280679947;requests;petizioni;requests
-0.5788983395713517;press;stampa;press
-0.5791057168697918;top;superiore;superior
-0.5808553604683314;analysis;analisi;analysis
-0.5831344070594185;good;bene;good
-0.5853305361926845;org;org;
-0.5879112133579091;attention;attenzione;attention
-0.5897367755763773;cities;città;city
-0.5955262536718905;province;provincia;province
